magnitude_R,target_snr,empirical_frame_rate_floor_hz,target_snr_frame_rate_hz,proposed_em_gain,proposed_framerate_hz,empirical_floor_active,target_snr_met,minimum_snr_across_seds,mean_snr_across_seds,maximum_snr_across_seds,max_5sigma_saturation_fraction
14.200000000000001,4.5,96.10908557940371,8.98210225670482,600.0,96.10908557940371,True,False,1.2447466509521246,1.2783936868077876,1.3399274443174625,0.033296932900124365
14.25,4.5,92.06892949348351,8.554891000618227,600.0,92.06892949348351,True,False,1.2410684008215729,1.2746728975891524,1.3361296511985257,0.03324107122165179
14.3,4.5,88.17237922933188,8.14704320038436,600.0,88.17237922933188,True,False,1.23756176312622,1.2711286573625,1.3325174498465076,0.033191360529989965
14.35,4.5,84.415892972428,7.757691983220866,600.0,84.415892972428,True,False,1.2342205363000023,1.267754701790061,1.3290844628808098,0.03314771863610787
14.4,4.5,80.79592564105637,7.386009650072083,600.0,80.79592564105637,True,False,1.231038476521463,1.264544725102577,1.3258242731000487,0.03311006729774165
14.450000000000001,4.5,77.30893495191192,7.031205871753627,600.0,77.30893495191192,True,False,1.228009292398285,1.2614923746328923,1.3227304177439783,0.033078332157398464
14.5,4.5,73.95138720494198,6.692525945225498,600.0,73.95138720494198,True,False,1.225126639764174,1.2585912454508903,1.319796382836809,0.033052442685968506
14.55,4.5,70.71976278226322,6.369249320443487,600.0,70.71976278226322,True,False,1.2223841166126879,1.255834875123347,1.3170155976336118,0.03303233213192709
14.600000000000001,4.5,67.6105613574488,6.060687886696542,600.0,67.6105613574488,True,False,1.2197752581949994,1.2532167386246538,1.3143814291938483,0.033017937476121015
14.65,4.5,64.62030681287747,5.766184709907975,600.0,64.62030681287747,True,False,1.2172935323110432,1.2507302434268066,1.311887177108469,0.03300919939214429
14.700000000000001,4.5,61.74555186416907,5.485112439229852,600.0,61.74555186416907,True,False,1.2149323348260623,1.2483687247996054,1.3095260684095635,0.03300606221232089
14.75,4.5,58.982882391991836,5.2168721044727135,600.0,58.982882391991836,True,False,1.212684985447107,1.2461254413545801,1.3072912526941138,0.03300847389932327
14.8,4.5,56.32892148270523,4.960891733149765,600.0,56.32892148270523,True,False,1.2105447237967086,1.2439935708688097,1.3051757974960831,0.03301638602346835
14.850000000000001,4.5,53.78033318041678,4.716625268163625,600.0,53.78033318041678,True,False,1.2085047058235048,1.241966206427422,1.3031726839437499,0.033029753745744045
14.9,4.5,51.33382595405137,4.483551184850512,600.0,51.33382595405137,True,False,1.2065580005922159,1.2400363529262153,1.3012748027419319,0.033048535806632626
14.950000000000001,4.5,48.986155883982015,4.261171619116794,600.0,48.986155883982015,True,False,1.2046975874978847,1.2381969239784398,1.299474950521462,0.033072694520809374
15.0,4.5,46.734129573636565,4.049011104740202,600.0,46.734129573636565,True,False,1.2029163539517136,1.2364407392722818,1.297765826600947,0.03310219577780821
